job_id,job_posting_url,company_name,title,location,description_clean,desc_len,work_type,contract_type,contract_type_raw,remote_allowed,salary_min,salary_max,pay_period_raw,currency,salary_source,pay_period,salary_suspect,salary_unit_conflict,salary_annual_min,salary_annual_max,salary_outlier_monthly,salary_outlier_hourly,title_hint,years_hint,experience_label,is_confident,platform_experience_label,scraped_time_ms,original_listed_time,lang
mechanik-naprawa-maszyn-CID4-ID17LEVL,https://www.olx.pl/oferta/praca/mechanik-naprawa-maszyn-CID4-ID17LEVL.html,UNKNOWN,Mechanik Naprawa Maszyn,Swołowo,"Zatrudnię Mechanika oraz pomocnika Mechanika tel/sms/whatsapp 69*****47, 73*****72",82,FULL_TIME,Umowa o pracę,Umowa o pracę,,7000.0,13000.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,84000.0,156000.0,False,False,,,,False,,1760213342000,1760213342000,pl
sprzedawca-sklep-tcg-z-kartami-kolekcjonerskimi-CID4-ID17Mi9r,https://www.olx.pl/oferta/praca/sprzedawca-sklep-tcg-z-kartami-kolekcjonerskimi-CID4-ID17Mi9r.html,UNKNOWN,"Sprzedawca, sklep TCG z kartami kolekcjonerskimi","Gdynia, Śródmieście","CardzHouse to nowo powstały, dynamicznie rozwijający się sklep w samym sercu Gdyni - zaledwie 100 metrów od Dworca Gdynia Główna. To miejsce zrodzone z pasji i doświadczenia - wcześniej znane jako Poke-Collectibles, po rebrandingu stało się jednym z największych i najnowocześniejszych punktów sprzedaży kart TCG w Polsce. Na powierzchni blisko 200 m² łączymy sprzedaż stacjonarną i internetową, prowadzimy box breaki na żywo na YouTube, organizujemy ligi i turnieje, a także rozwijamy współpracę B2B. Jesteśmy również autoryzowanym dealerem CGC – jednego z największych światowych podmiotów zajmujących się profesjonalnym gradingiem kart kolekcjonerskich. Obecnie poszukujemy 3 osoby, która obejmą stanowisko: Sprzedawca – CardzHouse Start - 01.12.2025 Zakres obowiązków: Profesjonalna obsługa klientów sklepu stacjonarnego Obsługa kasy fiskalnej Doradztwo w zakresie produktów (Pokémon, One Piece, Dragon Ball i inne TCG) Wsparcie przy organizacji lig, turniejów i eventów sklepowych Przyjmowanie kart do gradingu (PSA oraz CGC) Współpraca z zespołem w codziennym funkcjonowaniu sklepu Dbanie o wizerunek firmy i wysoki standard obsługi Rozliczanie sprzedaży dobowej Dbanie o estetyczny wygląd sklepu Wymagania: Doświadczenie w pracy w handlu/obsłudze klienta (mile widziane, ale nie wymagane) Komunikatywność i pozytywne nastawienie do pracy z ludźmi Dyspozycyjność - od poniedziałku do niedzieli od godz. 10 do 22 w systemie zmianowym - 40h tygodniowo Pasja do kart TCG oraz znajomość podstawowych zasad gier (Pokémon, One Piece, Dragon Ball i inne) Umiejętność pracy w zespole oraz chęć nauki Podstawowa umiejętność pracy z komputerem Język angielski minimum komunikatywny Mile widziane: Status studenta Doświadczenie w sprzedaży detalicznej lub obsługi klienta Znajomość języka angielskiego i/lub niemieckiego Oferujemy: Zatrudnienie w formie umowy zlecenie lub B2B Wynagrodzenie na poziomie 32 zł brutto (około 5120zł brutto miesięcznie) Premie Możliwości rozwoju oraz awansu Atrakcyjne zniżki pracownicze na produkty firmowe Nielimitowaną kawę Pracę w wyjątkowym miejscu, gdzie pasja do kart łączy się z biznesem Jeśli kochasz świat TCG, lubisz kontakt z ludźmi i chcesz rozwijać się w branży kolekcjonerskiej – aplikuj do CardzHouse wysyłając swoje CV!",2261,FULL_TIME,"Samozatrudnienie, Umowa zlecenie","Samozatrudnienie, Umowa zlecenie",,32.0,,HOURLY,PLN,STRUCTURED,HOURLY,False,False,64512.0,,False,False,,,,False,,1760213343000,1760213343000,pl
praca-dorywcza-dla-kazdego-CID4-ID17JNc0,https://www.olx.pl/oferta/praca/praca-dorywcza-dla-kazdego-CID4-ID17JNc0.html,UNKNOWN,Praca dorywcza dla każdego,Jędrzejów,"Praca dorywcza dla każdego- elastyczne godziny pracy, dobrze płatna. Zainteresowane osoby zapraszam do kontaktu telefonicznego lub sms:",135,PART_TIME,Umowa zlecenie,Umowa zlecenie,,,,,,NONE,,False,False,,,False,False,,,,False,,1760213342000,1760213342000,pl
kierowca-kat-c-e-transport-miedzynarodowy-tygodniowki-CID4-ID17I4uy,https://www.olx.pl/oferta/praca/kierowca-kat-c-e-transport-miedzynarodowy-tygodniowki-CID4-ID17I4uy.html,UNKNOWN,Kierowca kat C+E Transport Międzynarodowy Tygodniówki,Siemonia,"Zatrudnimy kierowcę kat. C+E . Oferujemy prace na zestawie Volvo + wywrotka lub plandeka standard na relacjach międzynarodowych w tygodniowym systemie pracy : •od poniedziałku do piątku Obsługujemy zachodnie kraje, głównie Niemcy ,Belgia, Holandia. Trasy są stałe/powtarzające się. Robota jest z góry zaplanowana na cały tydzień tak aby kierowca sam mógł rozplanować swój czas pracy. Tygodniowo robimy około 3000 kilometrów. Praca u nas jest przez cały rok! Nie ma okresów przestoju. Od kierowcy oczekujemy przede wszystkim odpowiedzialności za powierzony sprzęt . Mile widziane doświadczenia w transporcie Międzynarodowym Zainteresowanych kierowców zapraszam do kontaktu .",673,FULL_TIME,Umowa o pracę,Umowa o pracę,,12500.0,14000.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,150000.0,168000.0,False,False,,,,False,,1760213343000,1760213343000,pl
specjalista-d-s-kadr-kadrowa-kadrowy-CID4-ID17KPWp,https://www.olx.pl/oferta/praca/specjalista-d-s-kadr-kadrowa-kadrowy-CID4-ID17KPWp.html,UNKNOWN,Specjalista d/s kadr - Kadrowa / Kadrowy,"Wrocław, Fabryczna","Opis BEJOTLOGISTICS to polska Firma świadcząca usługi transportowe, logistyczne, magazynowania, serwisowe dla Klientów z Polski oraz Unii Europejskiej. Współpracujemy z najlepszymi sklepami internetowymi w Polsce oraz UE. Do Naszego Zespołu poszukujemy osób na stanowisko Specjalista d/s kadr - Kadrowa / Kadrowy. Miejsce pracy: Wrocław, Majakowskiego 7. Stawiamy na profesjonalizm, rzetelność, dokładność oraz ciągły rozwój. Będąc w naszym zespole masz możliwość poszerzania swoich kompetencji oraz pracy w przyjaznej atmosferze, przy wykorzystaniu nowoczesnych narzędzi wspomagających rozliczanie czasu pracy kierowców i obsługi kadrowo płacowej firm w naszej Grupie. Zakres obowiązków: Prowadzenie akt osobowych pracowników zgodnie z przepisami prawa pracy Kompleksowa obsługa kadrowa pracowników firmy (umowy, aneksy, wypowiedzenia, świadectwa pracy) Ewidencja i rozliczanie czasu pracy, urlopów, zwolnień lekarskich Obsługa systemu kadrowo-płacowego i wprowadzanie danych do systemu Monitorowanie ważności badań lekarskich i szkoleń BHP oraz organizacja ich realizacji Współpraca z instytucjami zewnętrznymi (ZUS, PIP, US itp.) Wsparcie działu w bieżących projektach Obsługa PPK (Pracownicze Plany Kapitałowe) – zgłaszanie, aktualizacje, rezygnacje pracowników. Dobra organizacja pracy, samodzielność i dokładność Umiejętność obsługi programu ENOVA, MSOFFICE i portalu ZUS PUE Sporządzanie zaświadczeń i pism do różnych instytucji Oferujemy: atrakcyjne wynagrodzenie umowę o pracę wdrożenie i wsparcie niezbędne narzędzia pracy (laptop, telefon) pracę w dynamicznie rozwijającej się firmie transportowej pracę z młodymi, ambitnymi ludźmi, fachowcami w swoim zawodzie możliwość udziału w szkoleniach podnoszących kwalifikacje imprezy firmowe prywatną opiekę medyczną możliwość przystąpienia do ubezpieczenia grupowego możliwość dodatkowych Benefitów Jeśli spełniasz powyższe wymagania i chcesz dołączyć do naszego zespołu załącz swoje CV już dziś.",1951,FULL_TIME,"Umowa o pracę, Samozatrudnienie","Umowa o pracę, Samozatrudnienie",,6000.0,10000.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,72000.0,120000.0,False,False,mid,,mid,True,,1760213364000,1760213364000,pl
stawka-do-36-22-zl-godz-brutto-praca-dla-amazon-poz1-CID4-ID17xfDl,https://www.olx.pl/oferta/praca/stawka-do-36-22-zl-godz-brutto-praca-dla-amazon-poz1-CID4-ID17xfDl.html,UNKNOWN,"Stawka do 36,22 zł/godz. brutto* | Praca dla Amazon POZ1","Poznań, Dębiec","Centrum Logistyki Amazon, podwyższa stawkę! Pracuj dla firmy, która zdobyła tytuł Top Employer, i zyskaj więcej, bo to Twoja zmiana i Twoja nowa, wyższa stawka godzinowa 36,22 zł/godz. brutto* Poszukujemy pracowników na stanowisko pracownika magazynu w Sadach k. Poznania Oprócz tego mam świetną wiadomość. Poleć znajomych do pracy, a za każde polecenie Ty i osoba polecona otrzymacie wspólnie do 5000 zł brutto*** Nie wymagamy od Ciebie doświadczenia. Możesz liczyć na wsparcie wyspecjalizowanych instruktorów. oferujemy stawkę do 36,22 zł/godz. brutto* dodatek za pracę w godzinach nocnych + 2000 brutto** ekstra za każdą poleconą przez Ciebie osobę, która rozpocznie pracę otrzymacie wspólnie do 5000 zł brutto*** ! praca 4 dni w tygodniu, 3 dni wolnego (praca w pełnym wymiarze godzin) umowę o pracę tymczasową (ze składką ZUS i płatnymi urlopami) pakiet RANDSTAD PLUS, a w nim takie atrakcje, jak: karta sportowa Medicover Sport, pakiet medyczny Medicover oraz rabaty do 50% w wybranych sklepach długą, stabilną, rozwijającą współpracę gorące napoje i obiady z pysznym i różnorodnym menu za złotówkę bezpłatny dojazd autobusem pracowniczym na wybranych trasach zadania rozkładanie towarów na półki magazynu załadunek i rozładunek przesyłek kompletowanie, pakowanie i przygotowywanie towaru do wysyłki obsługa skanera ręcznego oczekujemy gotowości i zdolności do pracy w trybie zmianowym - na zmianie dziennej i nocnej braku przeciwwskazań do stania/chodzenia przez 10 godzin sumienności i skrupulatności w wykonywaniu obowiązków Zaaplikuj lub zadzwoń na nr 22 454 44 44 lub 800 800 777 (numer bezpłatny) *suma podstawowej stawki godzinowej oraz premii specjalnej za frekwencję. Obowiązuje od 1 października 2025 r. ** Świadczenie specjalne, które będzie mogło być przyznane indywidualną decyzją pracodawcy w różnej wysokości do max 2000 zł brutto. ***zgodnie z regulaminem dostępnym w biurach Randstad Agencja zatrudnienia – nr wpisu 47 ta oferta pracy przeznaczona jest dla osób powyżej 18 roku życia",2006,FULL_TIME,Umowa o pracę,Umowa o pracę,,36.22,,HOURLY,PLN,DESCRIPTION,HOURLY,False,False,73019.52,,False,False,,,,False,,1760213363000,1760213363000,pl
doradca-mobilny-kierowca-w-wypozyczalni-samochodow-kat-b-CID4-ID17HwXg,https://www.olx.pl/oferta/praca/doradca-mobilny-kierowca-w-wypozyczalni-samochodow-kat-b-CID4-ID17HwXg.html,UNKNOWN,Doradca Mobilny - kierowca w wypożyczalni samochodów (kat. B),Bydgoszcz,"Holding1 to grupa kapitałowa, w którą wchodzą takie spółki jak PGD, Traficar, Express Car Rental, Workeo, Megapolis i wiele innych. Każda spółka ma za zadanie ułatwiać życie i zapewniać usługi bez stresu, bez nadmiernych emocji – prosto do celu. Dołącz do grona pracowników Holding1 i rozwijaj z nami nowe linie biznesowe pracując elastycznie w jednej z największych organizacji w Polsce. W związku z rozwojem naszych struktur poszukujemy Kandydatów na stanowisko: Doradca Mobilny – Kierowca kat. B. Oferujemy: Stabilną pracę w największej wypożyczalni samochodów w Polsce Elastyczne godziny pracy dopasowane do Twoich potrzeb Możliwość zdobycia pierwszego doświadczenia w obsłudze klientów indywidualnych jak i biznesowych Szkolenie wprowadzające organizowane przez Express Atrakcyjne wynagrodzenie (uzależnione od dyspozycyjności) + premie dla najlepszych pracowników Umowę zlecenie lub B2B Obowiązki: Przygotowanie pojazdów do wydania (kontrola czystości i sprawności technicznej samochodów) Dostarczanie/odbiór samochodów do/od Klientów na terenie Bydgoszczy i okolic Transport samochodów od/do serwisów, na myjnie oraz stację paliw na terenie miasta Transport samochodów między oddziałami na terenie Polski oraz wyjazdy zagraniczne (dodatkowa opcja dla zainteresowanych pracowników) Wymagania: Prawo jazdy kat. B Co najmniej roczne doświadczenie w prowadzeniu pojazdów kategorii B Dyspozycyjność od poniedziałku do piątku oraz 1-2 dni weekendowe na miesiąc Znajomość języka angielskiego przynajmniej na poziomie komunikatywnym Mile widziany status ucznia/studenta zaocznego",1578,PART_TIME,"Umowa zlecenie, Samozatrudnienie","Umowa zlecenie, Samozatrudnienie",,,,,,NONE,,False,False,,,False,False,,,,False,,1760213363000,1760213363000,pl
doradca-klienta-snipes-torun-3-4-etatu-CID4-ID14dzSW,https://www.olx.pl/oferta/praca/doradca-klienta-snipes-torun-3-4-etatu-CID4-ID14dzSW.html,UNKNOWN,Doradca Klienta - SNIPES Toruń (3/4 etatu),Toruń,"Chcesz pracować w dynamicznie rozwijającej się firmie? Lubisz kontakt z ludźmi? Znasz się na butach? Nasza firma to miejsce dla Ciebie. Snipes S.A. jest niekwestionowanym europejskim liderem w dziedzinie streetwear. Firma od ponad 25 lat prężnie działa na rynku międzynarodowym, rozwijając sieć stacjonarnych oraz internetowych sklepów oferujących obuwie i odzież takich marek jak Nike, Adidas, Asics, Jordan Brand, New Balance... i wielu wielu innych. Od tego roku jesteśmy obecni także w Polsce. W związku z dynamicznym rozwojem poszukujemy Kandydatów/Kandydatek na stanowisko: Doradca Klienta Miejsce pracy: SNIPES Toruń Copernicus - 3/4 etatu Zakres obowiązków: - Bezpośrednia obsługa Klienta zgodna z najwyższymi standardami marki - Praca z towarem zgodna z obowiązującymi zasadami ekspozycji - Prace porządkowe w salonie Wymagania: - Otwartości na pracę z Klientem - Łatwość w nawiązywaniu kontaktów - Zaangażowanie i wysoka kultura osobista - Wykształcenie minimum średnie - Doświadczenie w obsłudze Klienta będzie dodatkowym atutem - Mile widziana wiedza z zakresu sneakersów oraz oferowanych marek Oferujemy: - Stabilne zatrudnienie i atrakcyjne wynagrodzenie - Możliwość podnoszenia kwalifikacji i rozwoju zawodowego - Pracę w przyjaznym, kreatywnym i zaangażowanym zespole - Zniżkę na nasze produkty Osoby zainteresowane ofertą prosimy o przesłanie dokumentów za pośrednictwem formularza poniżej. , ulica Lotnicza 12, 54-155 Wrocław, jako potencjalnego pracodawcę, dla celów związanych z uczestnictwem w procesach rekrutacji. Przyjmuję do wiadomości, że powyższa zgoda może być w każdej chwili cofnięta.",1614,PART_TIME,"Umowa o pracę, Umowa zlecenie","Umowa o pracę, Umowa zlecenie",,,,,,NONE,,False,False,,,False,False,,,,False,,1760213363000,1760213363000,pl
praca-przy-odpisywniu-na-zamownienia-ciuchow-CID4-ID17INf6,https://www.olx.pl/oferta/praca/praca-przy-odpisywniu-na-zamownienia-ciuchow-CID4-ID17INf6.html,UNKNOWN,Praca przy odpisywniu na zamownienia CIUCHÓW,Rembelszczyzna,"Ogłoszenie o pracę Poszukujemy osób do pracy w magazynie zajmującym się sprzedażą online odzieży. Praca zmianowa w godzinach 16:00-22:00, od wtorku do soboty. Zakres obowiązków: • odpisywanie na wiadomości klientów, • obsługa klienta, • obsługa kasy fiskalnej, • pakowanie paczek, •rozkładanie i przygotowywanie towaru, •przyjmowanie dostaw, ( • dbanie o porządek w magazynie, •wsparcie przy sprzedaży online ubrań. Oferujemy pracę w zespole, w przyjaznej atmosferze. Stawkę oraz szczegóły współpracy podajemy prywatnie osobom zainteresowanym. *Zgłoszenia prosimy wysyłać w wiadomości SMS lub kontakt Olx Miejsce pracy strużańska 166 05-126 Rembelszczyna Młody sympatyczny zespół czeka na ciebie :) zapraszamy do wysyłania cv",725,FULL_TIME,Umowa zlecenie,Umowa zlecenie,,30.8,40.0,MONTHLY,PLN,STRUCTURED,HOURLY,True,True,62092.8,80640.0,False,False,,,,False,,1760213363000,1760213363000,pl
kierowca-kat-b-chlodnie-lub-plandeki-trasy-miedzynarodowe-do-3-5-t-CID4-ID17KN9A,https://www.olx.pl/oferta/praca/kierowca-kat-b-chlodnie-lub-plandeki-trasy-miedzynarodowe-do-3-5-t-CID4-ID17KN9A.html,UNKNOWN,"Kierowca kat. B- chłodnie lub plandeki trasy międzynarodowe do 3,5 t",Piła,"Szukamy doświadzonych kierowców kat. B na busy chłodnie marki Iveco Daily do 3,5 t lub nowe Renault Master na plandeki 9 plt. Zakres pracy UE oraz Wielka Brytania. Praca na autach Iveco Daily, 8 paletowe lub Renault Master plandeki 9 plt-spanie z tyłu. Transport towarów w kontrolowanej temperaturze praca na chłodniach lub plandeki towary neutralne. Stabilne zatrudnienie w dobrze zorganizowanej firmie transportowej. System pracy 3/1 lub 4/1 , mozliwosc ustalania systemów indywidulanie. Wynagrodzenie od 350 zl na umowę o pracę , JDG od 450 zł. System premiowy, mozliwosc ubezpieczenia grupowego , wsparcie dyspozytorów 24h. Kontakt: 60*******65 Adrian",655,FULL_TIME,"Umowa o pracę, Samozatrudnienie","Umowa o pracę, Samozatrudnienie",,7500.0,12500.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,90000.0,150000.0,False,False,,,,False,,1760213383000,1760213383000,pl
instruktorka-zajectanecznych-dla-dzieci-3-6-lat-do-4-000-zl-na-reke-CID4-ID17Iyuk,https://www.olx.pl/oferta/praca/instruktorka-zajectanecznych-dla-dzieci-3-6-lat-do-4-000-zl-na-reke-CID4-ID17Iyuk.html,UNKNOWN,Instruktorka zajęć tanecznych dla dzieci 3-6 lat do 4 000 zł na rękę,Puławy,"Klub Sportowy SUPERNOVA poszukuje kandydatek na stanowisko instruktorka zajęć tanecznych dla dzieci 3-6 lat! praca w poniedziałki, środy, czwartki i piątki lub w wybrane dni tygodnia. Co warto o nas wiedzieć? SUPERNOVA to pełna rodzinnych emocji podróż z sali sportowej na profesjonalną scenę! Naszą misją jest upowszechnianie edukacji sportowej i artystycznej w duchu akceptacji i porozumienia bez przemocy i tworzenie godnych miejsc pracy. Co od nas otrzymasz? Gotowe grupy do poprowadzenia - masz pewność, że Twoje grupy się otworzą, gwarantujemy Ci pewne miejsce pracy! Gotowe scenariusze zajęć - możesz w pracy bazować także na doświadczeniu SUPERNOVA, już na starcie zapraszamy do wspólnego skoku w hiperprzestrzeń! :) Wynagrodzenie nawet do 4 000 zł na rękę przy 4 dniach w tygodniu w zależności od doświadczenia i umiejętności. Pełne wsparcie Sekretariatu - za komunikację z rodzicami i organizację zajęć odpowiada Sekretariat, uwolnisz się od rozmów z rodzicami i skupisz w 100% na prowadzeniu treningów! Gwarantujemy Ci pewne miejsce pracy w sezonie 2025/2026 z możliwością współpracy w kolejnych latach - w SUPERNOVA możesz ze spokojem patrzeć w przyszłość :) Możliwość zarabiania także w wakacje - w okresie wakacyjnym, kiedy większość szkół tańca ma przerwę, my prowadzimy wakacyjne kursy, które możemy elastycznie dostosować do Twoich planów urlopowych - masz spokój o finanse, a jednocześnie możesz swobodnie planować urlop :) Uwolnisz się od poszukiwania sezonowej pracy w wakacje! Pełne wsparcie klubowego Metodyka! Znasz to uczucie, kiedy zostajesz sam na sam z trudnościami? Nasi trenerzy nie znają tego uczucia! Wysoką kulturę komunikacyjna organizacji - cechuje nas komunikacja w duchu porozumienia bez przemocy - witamy Cię w środowisku, które uznaje Twoje potrzeby i wśród ludzi nastawionych na poszukiwanie rozwiązań, co przekłada się na doskonałą atmosferę pracy (wiemy, że wszyscy tak piszą, więc po prostu zadzwoń do nas, żeby się przekonać ;) Kogo poszukujemy: Szukamy pasjonatki tańca, która poprowadzi zajęcia dla dzieci 3-6 lat według gotowych scenariuszy zajęć. Szukamy osób, które prowadziły już wcześniej zajęcia grupowe dla dzieci w wieku od 3 do 6 lat. Jeśli lubisz dzieci, a dzieci lubią Ciebie, to właśnie Ciebie szukamy!",2259,PART_TIME,Umowa zlecenie,Umowa zlecenie,,5100.0,,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,61200.0,,False,False,,,,False,,1760213384000,1760213384000,pl
specjalista-ds-sprzedazy-CID4-ID17L9Eo,https://www.olx.pl/oferta/praca/specjalista-ds-sprzedazy-CID4-ID17L9Eo.html,UNKNOWN,Specjalista ds. sprzedaży,Piła,"PellasX – lider w produkcji palników pelletowych poszukuje obecnie osoby na stanowisko: Specjalista ds. sprzedaży Miejsce pracy: Piła Wymiar pracy: pełen etat Liczba wakatów: 1 Opis stanowiska przygotowywanie ofert handlowych i negocjowanie warunków współpracy; bieżąca obsługa kontrahentów firmy i rozwijanie współpracy; sporadyczna współpraca z agencjami celnymi i spedytorami w ramach procedur eksportowych; weryfikacja rynków, monitorowanie działań konkurencji; współpraca z innymi działami firmy w celu realizacji zamówień; Nasze wymagania wykształcenie średnie techniczne; doświadczenie zawodowe w obszarze obsługi klienta/sprzedaży/eksportu; dobra znajomość języka angielskiego w mowie i piśmie; zdolności analityczne, zorganizowanie; Oferujemy: stabilne zatrudnienie w oparciu o umowę o pracę, możliwość zdobywania doświadczenia zawodowego w firmie produkcyjnej, interesującą pracę w dynamicznie rozwijającej się firmie o ugruntowanej pozycji na rynku, ubezpieczenie grupowe na życie, wynagrodzenie zależne od posiadanych kwalifikacji oraz premie,",1055,FULL_TIME,Umowa o pracę,Umowa o pracę,,,,,,NONE,,False,False,,,False,False,mid,,mid,True,,1760213384000,1760213384000,pl
praca-w-biurze-administracja-biurowa-windykacje-CID4-ID17NmOP,https://www.olx.pl/oferta/praca/praca-w-biurze-administracja-biurowa-windykacje-CID4-ID17NmOP.html,UNKNOWN,Praca w biurze | Administracja Biurowa | Windykacje,Witaszyce,"Poszukujemy pracownika do działu administracji. Szukamy osoby, która dołączy do naszego zespołu i wesprze nas w codziennej pracy biurowej oraz w procesach windykacyjnych. Zakres obowiązków: obsługa spraw administracyjno-biurowych, kontakt z klientami i kontrahentami, monitorowanie należności i prowadzenie działań windykacyjnych, przygotowywanie dokumentów oraz raportów, wsparcie innych działów w bieżących zadaniach. Wymagania: mile widziane doświadczenie na podobnym stanowisku, dobra organizacja pracy i samodzielność, komunikatywność i zaangażowanie, znajomość pakietu MS Office. Oferujemy: stabilne zatrudnienie w oparciu o umowę o pracę, możliwość rozwoju zawodowego w dynamicznie rozwijającej się firmie, pracę w młodym i zgranym zespole, przyjazną atmosferę i wsparcie w okresie wdrożenia. Jeśli jesteś osobą sumienną, odpowiedzialną i chcesz się rozwijać – dołącz do nas! Wyślij swoje CV na adres: biuro4(małpa)folrec.pl",931,FULL_TIME,Umowa o pracę,Umowa o pracę,,4666.0,7000.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,55992.0,84000.0,False,False,,,,False,,1760213416000,1760213416000,pl
praca-dla-doswiadczonego-murarza-CID4-ID17wNsv,https://www.olx.pl/oferta/praca/praca-dla-doswiadczonego-murarza-CID4-ID17wNsv.html,UNKNOWN,Praca dla doświadczonego murarza,Głuchów,Długoterminowe zlecenia przy murowaniu dużej starej budowli. Wymagania: Doświadczenie w pracy jako murarz. Zdolność do samodzielnej organizacji pracy.,150,FULL_TIME,Umowa zlecenie,Umowa zlecenie,,40.0,55.0,HOURLY,PLN,STRUCTURED,HOURLY,False,False,80640.0,110880.0,False,False,,,,False,,1760213415000,1760213415000,pl
praca-w-transporcie-praca-przy-szambach-CID4-ID15QxME,https://www.olx.pl/oferta/praca/praca-w-transporcie-praca-przy-szambach-CID4-ID15QxME.html,UNKNOWN,Praca w transporcie Praca przy szambach,Gryzów,"Zatrudnię kierowcę kąt c+e , praca przy zbiornikach betonowych. Umowa o pracę . Bardzo dobre wynagrodzenie.",107,FULL_TIME,Umowa o pracę,Umowa o pracę,,5000.0,20000.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,60000.0,240000.0,False,False,,,,False,,1760213416000,1760213416000,pl
kaufland-limanowa-nowy-market-sprzedawca-kasjer-kasa-glowna-CID4-ID16gMvu,https://www.olx.pl/oferta/praca/kaufland-limanowa-nowy-market-sprzedawca-kasjer-kasa-glowna-CID4-ID16gMvu.html,UNKNOWN,Kaufland Limanowa NOWY MARKET - Sprzedawca/Kasjer (Kasa Główna),Limanowa,"Sprzedawca/Kasjer Kasa Główna/Punkt Informacji Nowo otwierany market w Limanowej Jesteśmy międzynarodową firmą handlową, której siłę stanowi kilkanaście tysięcy zaangażowanych pracowników. Co sprawia, że jesteśmy wyjątkowi? Efektywność, dynamika i fair play. Codziennie staramy się zapewnić naszym klientom najlepszą jakość produktów i najwyższy poziom obsługi we wszystkich marketach w całej Polsce. Rozwijaj swoją karierę w sprzedaży i daj nam możliwość wykorzystania Twoich mocnych stron. Jakie będą Twoje zadania: wykładanie towaru oraz dbanie o jego odpowiednią ekspozycję przygotowywanie i umieszczanie prawidłowych oznaczeń cenowych dbanie o uprzejmą, staranną i sprawną obsługę klienta dbanie o świeżość i jakość naszych produktów, m.in. poprzez kontrolę terminów przydatności do sprzedaży wsparcie Menedżera Marketu w realizowaniu codziennych obowiązków biurowych, personalnych i administracyjnych oraz bezpośrednia współpraca z regionalnym pracownikiem odpowiedzialnym za prowadzenie spraw personalnych. Co Ci zapewnimy: atrakcyjne wynagrodzenie umowę o pracę w wymiarze pełnego etatu indywidualne możliwości rozwoju ciekawe i odpowiedzialne zadania w dynamicznym zespole, gdzie panuje atmosfera wzajemnego szacunku bogaty pakiet benefitów (m. in.: prywatną opiekę medyczną, kartę MultiSport, bony oraz upominki z okazji świąt, działania wellbeingowe, program grupowego ubezpieczenia na życie, zniżki u partnerów biznesowych, program poleceń – bon o wartości 1500 zł brutto). Czego od Ciebie oczekujemy: znajomości podstawowych zasad obsługi klienta energicznej i przyjaznej osobowości sumienności i zaangażowania w wykonywaniu obowiązków umiejętności pracy w grupie oraz znajomości zasad prawidłowej komunikacji z klientami i współpracownikami doświadczenie na podobnym stanowisku będzie dodatkowym atutem. Brzmi ciekawie? Aplikuj! Jeśli przekona nas Twoja aplikacja, zaprosimy Cię do procesu rekrutacyjnego.",1919,FULL_TIME,Umowa o pracę,Umowa o pracę,,5100.0,5200.0,MONTHLY,PLN,STRUCTURED,MONTHLY,False,False,61200.0,62400.0,False,False,senior,,senior,True,,1760213415000,1760213415000,pl
spawacz-mig-zatrudnie-CID4-ID17Kdhw,https://www.olx.pl/oferta/praca/spawacz-mig-zatrudnie-CID4-ID17Kdhw.html,UNKNOWN,spawacz MIG zatrudnię,Toruń,"Opis stanowiska: -Prace spawalnicze metodą MIG przy produkcji maszyn i konstrukcji metalowych, Wymagania: -Wykształcenie techniczne, -Umiejętność czytania rysunku technicznego, -Doświadczenie w pracy na stanowisku spawacza MIG- min. 2 lata, -Samodzielność, odpowiedzialność i pracowitość, Oferujemy: -Dobre wynagrodzenie, -Przyjazne warunki pracy, -Możliwość rozwoju zawodowego, -Partnerska atmosfera w zespole.",411,FULL_TIME,Umowa o pracę,Umowa o pracę,,,,,,NONE,,False,False,,,False,False,,2.0,mid,True,,1760213416000,1760213416000,pl
